ID_Zindi,GT_NO2
ID_A2P6UT,24.871853233616147
ID_W4PTZC,41.96200860684792
ID_S3HEJJ,44.16954584389714
ID_CRPQI5,44.18666918795217
ID_JI0TQF,43.81995331044106
ID_NDQMUX,39.418778123375944
ID_ZBDJC0,38.633726831788046
ID_ZNRSZD,43.47560040144358
ID_IJE3DD,43.678044678711224
ID_HLQ59C,50.68237499890103
ID_VEAY7H,36.867253901916634
ID_XHZK2N,35.65401921352737
ID_JBKVWN,28.47655206747776
ID_VVSUM6,18.502783439594502
ID_P3BTR4,40.11539693875854
ID_0LY60G,22.546270290717317
ID_MVAKMI,14.6985350044526
ID_ZHRNAF,15.224591755666202
ID_5174TF,12.000433834983724
ID_C9NZN5,26.326007277203132
ID_AQNLKL,32.21098038644928
ID_P34AJH,29.148189081985226
ID_53HJ67,24.989471847357052
ID_K4SMGL,24.19157474547608
ID_QZ4U6E,12.244762581257216
ID_DDDDUB,45.256879355895194
ID_HZMVSP,47.383062137652246
ID_XZ18FI,46.623850285293706
ID_Q71T8F,40.77156593228474
ID_DZEGKM,44.69076359008278
ID_JR779G,30.89644010590972
ID_OMQRZK,46.8985594306366
ID_FDAEGL,46.377041896308754
ID_MRRH9D,55.89272969701635
ID_XVCFFS,40.57209746208533
ID_INCWWP,43.90312376870951
ID_QKRGQG,35.075151617998145
ID_2G9C82,41.90499572175986
ID_Q53E6Y,39.40998648447556
ID_Q89KDG,62.79207951342177
ID_8VZW93,46.78292611708884
ID_PFIDOF,39.41219247832254
ID_KQIGTZ,39.43065740774389
ID_KALW2V,48.04387846073303
ID_5LYCDN,42.07770401088282
ID_EX8PI8,60.19539145857811
ID_7I83IQ,46.044298264424086
ID_UG3ARU,36.544382992941976
ID_UTI7DO,28.783818920891747
ID_YAXOE9,25.177253125606175
ID_YN8P79,31.92994269305255
ID_L7HEUA,38.86072735510711
ID_X0N8FY,32.27708500420475
ID_2HBJBO,28.529441587706383
ID_ST5AOS,25.89335681263429
ID_PT26S4,38.58167889018562
ID_4KLJ90,40.46790412864571
ID_W94VQ2,34.07152179097446
ID_K33HNY,35.46446191609905
ID_82QZML,30.43668318636824
ID_3GHNFU,26.350639021657805
ID_5MFSCN,24.965772468364204
ID_MYKP1L,27.77447577617226
ID_6FMKFQ,37.26399449266752
ID_WK1FEM,34.316149478011454
ID_7S5FLZ,26.858238259956334
ID_A9G1II,21.545817241997725
ID_83HR4E,25.443970675877306
ID_1DQK7T,28.851404296626153
ID_Z5YFNE,44.71155462853945
ID_UNWYBW,39.45042078393634
ID_FHZZU4,48.73410578003906
ID_M6PUST,23.125950931993827
ID_QY88ZS,31.51335364456199
ID_NCXQ9U,26.892768660334923
ID_YPBND4,34.16468730241089
ID_M7YU6D,34.873578221167065
ID_NPM9AM,31.682360782137707
ID_NZTYY2,21.729327870274904
ID_MZAE2S,32.328115784510054
ID_15YF13,41.465358495627505
ID_4M34NR,47.92039489355687
ID_YD6TMV,33.910350975823526
ID_7UFHBE,38.019932563594224
ID_OIZS1J,22.361787285810557
ID_PSWMYX,31.72047930602901
ID_G8ETQ9,29.31741154013909
ID_K28TLU,30.410143625123077
ID_QEWLHQ,31.387859463443913
ID_G98K1F,26.509839574142436
ID_QTY7YG,29.531168433489473
ID_SR51RQ,20.9650695818077
ID_KQX2AK,29.985002252174173
ID_RCLAZD,36.10476050753241
ID_K0T9NJ,21.644955440769685
ID_BWL67Z,26.271224892933887
ID_XVXYDR,16.311540638728893
ID_WSMS0X,22.187113520541946
ID_47EFN5,26.36300075891733
ID_99UFQE,28.467076217354794
ID_YKSCOS,25.201811556975624
ID_RBF418,20.02304158230327
ID_509TII,14.777196705338097
ID_D2LGCZ,15.345933358197106
ID_ZM6HBY,24.43494898787355
ID_JX5DMM,19.045055413649976
ID_BAO3X8,23.05664402055195
ID_79CPNH,12.27023003651529
ID_DGCKYW,16.443145441168937
ID_GZVNBV,21.113025365454842
ID_R4DSE7,20.793707236180612
ID_2G0QE0,21.5394567442976
ID_K08ADC,22.352606375555805
ID_UGZRQL,24.578848046162044
ID_WHH6GX,15.53714619503025
ID_Y9XB75,19.39455151365813
ID_G0JOEK,29.21574488843317
ID_RRNVRK,19.418690054086948
ID_F6MTWF,26.110845052817652
ID_C8XK9E,24.55023499040117
ID_6GPVA3,16.676161736101
ID_0H3AE4,25.472904292271867
ID_H7K3RP,32.01312752233097
ID_QZV21B,33.767753976288795
ID_CCN2YU,29.402996291428327
ID_5Q9B3L,30.886011130348486
ID_YLYJ1R,26.4457072872937
ID_4MEC2J,27.17424547374072
ID_Q9R96R,39.948945889860624
ID_MTZPFL,25.095771307467583
ID_2166R5,25.514003052791193
ID_W2C6RS,23.944167586043456
ID_8MP754,25.26899994578604
ID_9BYNB5,25.38952905997032
ID_AY1EHH,29.91727654868794
ID_8RGWPB,27.351674954144
ID_QWDS00,20.424363796760854
ID_WIVDL1,21.250289481004195
ID_RI4FEW,20.356801841210082
ID_SOBGNW,32.77799833382267
ID_7DH3T7,25.423211933688627
ID_C525SV,20.2337229243386
ID_P829HJ,25.54261689271841
ID_CI0CYI,15.520725147138213
ID_Z243IO,24.00883871499948
ID_QPO40Y,18.780535621677327
ID_CVD882,21.27997103404352
ID_G9EFH0,24.718308097981343
ID_7SF50A,23.75271289473193
ID_Q5MJ3K,26.47068749236266
ID_EVKRY5,12.392442746104724
ID_Y3ONDC,13.027669911228452
ID_221Q1R,22.523865488664818
ID_MCS1KG,13.080871662862016
ID_X2GIFM,19.478938909212903
ID_E7UV6J,21.14032450194593
ID_X8LQ8N,14.860663579601544
ID_59D9DY,15.816910568211819
ID_5YIFLC,21.011739218987906
ID_HYN2KA,29.35985086585811
ID_2ORHDJ,15.24663517915957
ID_G584GZ,21.83942130436544
ID_5SFSBX,13.43962762787359
ID_EP4MGO,17.423448604934823
ID_B4H56Q,25.036697834608706
ID_UIHDQT,31.900294702300265
ID_X9Y0OH,20.839160240561803
ID_2778DB,23.659957106364327
ID_RM566K,14.63207809110472
ID_30HB31,22.04751984493813
ID_WQ5K4A,26.719613935710463
ID_PK3DTP,28.20016406067602
ID_M1U1NP,25.411804094535583
ID_KLJQ88,26.930467782231524
ID_M5P7S3,14.700185618789073
ID_BCF8DQ,31.715439028343912
ID_IWNF6E,30.56364312230228
ID_9QDVMN,39.298696719385916
ID_3LX1CS,37.12401425741932
ID_CBBMVA,37.86385769996785
ID_TSFL57,27.709726061223055
ID_12I2Z7,26.360706702010056
ID_P4JYWT,27.836963929784453
ID_YHCGHQ,38.080251943900606
ID_XTAD5E,36.92932392965378
ID_GWAV8L,34.20430710199854
ID_RG9JJ4,26.26257314685195
ID_E1NRPA,29.413063713029576
ID_FVAYNZ,24.288603531769006
ID_NTDJYO,30.68234178523465
ID_ARUEYC,31.944012020451062
ID_DMQ72Z,30.487543141990542
ID_MJALQB,21.398517340245334
ID_4FJ71T,20.45911650259598
ID_ELL4JI,21.596645638795593
ID_8MANF7,34.58099497816829
ID_6IOCXQ,25.201144471040806
ID_PACDCW,17.601952940551673
ID_5RWQG8,18.062959494352935
ID_2NK3IK,18.189037415309897
ID_NVKGQF,20.716121564575324
ID_4QXX8D,21.014637416429707
ID_7FSAWH,17.735008054195983
ID_X0RUYV,20.60417991564997
ID_V9IH1A,12.746162129900032
ID_2XVW2L,17.664618634569152
ID_SAX6L4,25.983606740742164
ID_2J1A3L,32.547393629797035
ID_FTD7TU,16.960663467920963
ID_CZUH6D,20.631443466753353
ID_90QFCI,13.80633193237502
ID_DANDJJ,15.45849789401081
ID_6ZS1ND,24.136304438868326
ID_LQQ0LI,30.097356412478412
ID_LY3XLW,15.991399158636012
ID_J90MNK,21.96692881666767
ID_37A8D9,13.321384604930204
ID_DX2E7V,20.42453330720692
ID_VHZT5P,24.48716646094854
ID_RLWVLJ,24.464240711277046
ID_U6RLZ3,25.157519840321033
ID_K2N88C,25.827595744092513
ID_H9XSVK,11.515119600092635
ID_MY2FXC,27.59027201870183
ID_UECN3X,25.95004424051351
ID_4CR27X,36.014304707507726
ID_QQP07W,24.71996403872828
ID_46B2J5,24.659698081318922
ID_7OPBNS,21.133018417366323
ID_5MHP0P,20.73379787367733
ID_TOQFWE,26.299247326907246
ID_MKA83X,31.941205734425203
ID_VMWXAV,22.305506338786167
ID_DY8UCA,28.63938021116138
ID_TRBO4H,21.54678555775352
ID_MJ6PWA,16.823169790746352
ID_CPDUIN,19.789437496243554
ID_MZYN25,38.01273672943177
ID_QV0W7C,26.699594756742172
ID_IH4JKD,21.83226230719399
ID_IW3P4H,15.198815165612405
ID_LFUHDH,14.679879134353104
ID_M1KQR1,18.778431753144016
ID_JAP6E1,31.227055978772224
ID_IGK4KZ,18.886673747891873
ID_RBTPQ7,25.007322625715695
ID_G56LOX,12.63453704393734
ID_Q402M3,17.94230045281504
ID_ETZXQY,19.796456122853353
ID_FTASVM,22.929060360311222
ID_UWT83U,24.55862244159956
ID_SW6R6G,25.99196398641841
ID_NCLKPC,17.049603096093172
ID_XYGIM6,10.499615551061321
ID_TFKMLD,16.818367124122158
ID_4JKVJA,27.574250597158084
ID_HDN68J,20.979248223299987
ID_16M0UF,21.41410456604151
ID_4RA57J,14.721153038758807
ID_FHYYYU,24.518637586467772
ID_MIJVTX,15.896043102077488
ID_I4VJW3,27.926779661006332
ID_626RCM,28.43890940087433
ID_KXQ2G9,21.72736374111428
ID_2VOXM5,19.215048550037864
ID_YK8I3Q,14.390011426781939
ID_PK9M3P,19.000378254070462
ID_PZEBRO,23.161346630769405
ID_B4K87E,15.658720101545068
ID_8UH2HZ,19.22859970860273
ID_VIR0G9,13.234979596060256
ID_9GX3MO,12.584395013042528
ID_PZTBU6,18.592469754904922
ID_PII2GM,19.734122142368683
ID_9QTH9P,14.961259265211911
ID_52D2MQ,15.964222750036116
ID_E2Z4KX,10.290938773779917
ID_M4OO1H,16.078179771991696
ID_37UGSM,20.14271659297321
ID_A06WV0,22.341703110529114
ID_6DIRM8,16.0482052371327
ID_WIDYRD,18.8873581850893
ID_S5U3BT,12.823738059562539
ID_8NFDSB,13.70764396802278
ID_UFMCCE,18.390692700645534
ID_U3CMYF,28.555066839627024
ID_3EED8P,19.158915359026665
ID_KV0XYZ,19.06502305575398
ID_9AGX2V,14.848067105714156
ID_HBEC1N,18.145276238072302
ID_Y4133N,20.096131273557283
ID_C4GJ41,22.21542584564716
ID_813R0M,20.769456517864214
ID_6YZYAA,18.73098888652199
ID_VF1Z75,15.182386059316432
ID_EJPF7V,12.885842360772381
ID_DGL0O2,16.124568023791536
ID_TRV5LL,28.37996209100629
ID_84YP3T,23.607741650388036
ID_HQH0UX,26.728893194710754
ID_ZJ342F,12.140375092152572
ID_OBMILN,12.589915491500406
ID_HX4LLT,19.11222740385527
ID_8GN13B,22.985034080083686
ID_5HIGDK,15.806415120612048
ID_PDNSF6,20.587083827581196
ID_M30885,12.08439407563157
ID_IY3TU8,13.081581600516893
ID_JI14KM,17.28131874284715
ID_BVWCPG,22.440234939961382
ID_VR79CZ,15.822848385676258
ID_BN5OXD,14.06973821912481
ID_84AOZA,14.264810750043733
ID_335FRK,10.86140217758115
ID_8F3PRY,15.816119742518124
ID_XEUK32,20.959428932958144
ID_56025P,16.691186950142043
ID_WZJVWF,16.941796473865246
ID_9L6W70,11.966320647614557
ID_E7FTWA,19.45501250981511
ID_ERTZH1,22.66143874477421
ID_CLQBG8,30.282658075964033
ID_ZQWAK9,20.45532429396651
ID_8KIURL,25.073007767099845
ID_F8EVAA,14.78806749936699
ID_XEXZ1A,25.04395628309958
ID_QWF4IH,24.106934887044154
ID_BJSWLH,30.222732596478888
ID_GMZXKH,13.60928169328858
ID_XBFUNA,30.657903608691843
ID_QYSVDS,18.227908778774587
ID_VBG7AY,20.15039785417336
ID_NHG86V,22.142985846250127
ID_BXL7N1,33.12569829872812
ID_PEYN8S,23.938619938227543
ID_6I72F4,25.378469947002685
ID_TLRHC3,18.01485559735831
ID_ZQDCNF,15.23923743362322
ID_22I6OZ,18.6248805541631
ID_JIRMNR,28.44622095209731
ID_B5YS6R,15.783717197343682
ID_Q9JBB9,19.73144492299562
ID_WA1899,13.867534324487183
ID_4TGY6C,15.686081757862606
ID_FW20LA,22.087097081509643
ID_J0YT53,30.176837616638114
ID_NTX5PM,16.55132134210981
ID_JD40IC,17.16045818792486
ID_UAAHI4,14.815613916143628
ID_XFW5TC,16.790995854121157
ID_CPBAH5,21.09899822233867
ID_VQCH6O,29.42169430877049
ID_SIXO36,18.94821178426823
ID_9ZET4Z,21.463126467441406
ID_BQR445,16.93896432181496
ID_PT5LM0,15.96255737202971
ID_J44861,21.01458559476932
ID_R1OI1Y,19.23138659482135
ID_G9U1EJ,11.81586733641645
ID_LUQRJD,17.55337037474582
ID_7N84IO,12.170724141568787
ID_OJ2M9S,8.6329157905389
ID_BGB7J9,17.156363790228152
ID_WMPHSV,18.508059539524268
ID_QUCDX0,8.949918680911155
ID_5SABBF,13.62876316273778
ID_CV2LE7,7.2599105780481965
ID_YTSXBK,8.815240565300611
ID_6TZ89W,17.336658539913465
ID_F9X224,27.722534090335845
ID_3QXTIG,15.069101938953494
ID_SBBCAP,22.388518593195553
ID_DF15W1,9.515379667664947
ID_1SZ8EA,10.081365743985089
ID_W09R2F,21.036119158120076
ID_SCY5WV,24.479763124590573
ID_RJZ2JM,18.559828643795647
ID_ASLZSR,21.841741774215233
ID_IOZLNJ,13.694553937113232
ID_1SKJ6M,10.650673210179914
ID_N4HX23,14.13839273793368
ID_JS1J91,22.755360375448262
ID_ETF3UF,14.547437669698189
ID_NYGSMO,16.122445566543096
ID_ZEYLWR,9.808259071358773
ID_RPUFYO,9.98979108759286
ID_ZES4IU,20.245989274721367
ID_DRDC3H,21.442230020121528
ID_NNAI9Y,12.436472145512191
ID_CNNLOE,11.69235191275742
ID_7R7205,8.79848328238707
ID_1HJROT,7.378014713160793
ID_3JG8UI,16.446431995866266
ID_UWM54P,19.138081442203283
ID_AIF5Q9,11.612289614198545
ID_Q3NUT4,11.115913170895007
ID_BQJ81G,8.389395714560758
ID_PY0VNE,5.661478827246134
ID_J04LSN,12.542130677920804
ID_C4RZCT,11.676166131089603
ID_PWGDB1,7.703588945325752
ID_CWIGFX,8.638931279740632
ID_E2XSA9,7.615586436655517
ID_YITO6M,10.055500298330454
ID_NZO2V4,15.713416859518494
ID_7WN7W4,21.993699820594532
ID_JYNTZU,14.315014919547997
ID_FJM2SQ,12.673484477296691
ID_UC78K8,10.536930593702948
ID_9153LG,16.486459929788612
ID_VFB452,19.108843787455033
ID_VOB7Q3,24.650203898757738
ID_PFIGUU,15.443030160150991
ID_LHT1MU,18.210472610643706
ID_Y35MPV,13.849946922816631
ID_0735X4,13.940824855804914
ID_9VQICP,20.333077846335723
ID_BYTMQ3,20.61354811957697
ID_5F4JDS,14.684679272452936
ID_MT3U6J,16.03783803515244
ID_538DSF,10.481983998396915
ID_DLL7M9,14.768371103552287
ID_6UAJ3Y,19.756795576604176
ID_LYOD4X,19.030648856445115
ID_H5OB1I,17.01588625811875
ID_61CG30,18.236796562709422
ID_7W9ON5,12.678687297970399
ID_YBJT3Q,9.216132099962287
ID_QKR37H,17.225784417136676
ID_M61PT7,21.529638411965077
ID_LXEF76,13.401295353667512
ID_5VPYRE,14.186205321956493
ID_Y7AHZF,9.110384140212407
ID_J9Q7CT,11.549727919513328
ID_74OB4A,17.61888518097222
ID_KUUZUU,15.56150263519329
ID_0JWXSH,12.858958327317138
ID_OES29H,14.541776297962228
ID_NIL5Z9,9.941930315660242
ID_WOFJKR,18.784203557182803
ID_9ALMX4,12.069213665029872
ID_049GOO,14.094390430275974
ID_XUGZZ3,12.060464106301833
ID_Z10HI7,11.217682074376265
ID_XGMZY4,13.48927725035926
ID_2ZFBPG,11.024829992318903
ID_EAXTC6,19.36816094121995
ID_QT2T5E,28.435980829930557
ID_JMORTU,13.818493837074541
ID_053FX5,16.71659070502649
ID_V8XX8C,10.779987418716019
ID_914DUY,11.771779514243425
ID_U1NEGL,17.70084834057628
ID_XMPWKP,24.777965724742103
ID_1I9L04,15.226519368977494
ID_0M2QHV,17.154122268905585
ID_KITA52,11.805102468875797
ID_KCSACO,10.676345414441483
ID_02B9VP,17.984658485074508
ID_1343OT,30.214644156957466
ID_0WZYQT,25.49232281434364
ID_DDIDHB,27.199429970102425
ID_5JKHQ7,15.38807485323798
ID_MHBYE0,9.866296687531852
ID_5PYLRE,18.005908291835652
ID_1YD0R5,17.575680978090148
ID_RPCAXO,10.563122626723302
ID_3GAKSD,11.724759416976589
ID_TVJT8O,8.158417319041956
ID_MZI6XA,9.121513465705933
ID_I9GDTH,17.170089625961854
ID_T4K6W5,22.19987705230563
ID_8IYB3Y,11.93452890823851
ID_8YQ2UD,15.589764334815948
ID_SOYB1Y,9.857425217139628
ID_TFVK4S,8.936348100569159
ID_TNG9N9,14.135725987715523
ID_7EJSOR,18.847081377403054
